PadIdle,0,0,0,0,0,-0.0009274999,0,0,-0.09274999,0,0,-9.275,0,0,0
PadIdle,1,0,0,0,0,-0.0027043999,0,0,-0.17769,0,0,-8.494,0,0,0
PadIdle,2,0,0,0,0,-0.0053060995,0,0,-0.26016998,0,0,-8.248,0,0,0
PadIdle,3,0,0,0,0,-0.0087143,0,0,-0.34081998,0,0,-8.065,0,0,0
PadIdle,4,0,0,0,0,-0.0129162995,0,0,-0.4202,0,0,-7.938,0,0,0
PadIdle,5,0,0,0,0,-0.0178972,0,0,-0.49809,0,0,-7.789,0,0,0
PadIdle,6,0,0,0,0,-0.023633,0,0,-0.57358,0,0,-7.549,0,0,0
PadIdle,7,0,0,0,0,-0.030091599,0,0,-0.64586,0,0,-7.228,0,0,0
PadIdle,8,0,0,0,0,-0.0372376,0,0,-0.7146,0,0,-6.874,0,0,0
PadIdle,9,0,0,0,0,-0.0450329,0,0,-0.77953005,0,0,-6.493,0,0,0
PadIdle,10,0,0,0,0,-0.0534238,0,0,-0.83909005,0,0,-5.956,0,0,0
PadIdle,11,0,0,0,0,-0.0623333,0,0,-0.89095,0,0,-5.186,0,0,0
PadIdle,12,0,0,0,0,-0.0716549,0,0,-0.93216,0,0,-4.121,0,0,0
PadIdle,13,0,0,0,0,-0.0812377,0,0,-0.95828,0,0,-2.612,0,0,0
PadIdle,14,0,0,0,0,-0.0908737,0,0,-0.96360004,0,0,-0.532,0,0,0
PadIdle,15,0,0,0,0,-0.1003075,0,0,-0.94338006,0,0,2.022,0,0,0
PadIdle,16,0,0,0,0,-0.1092445,0,0,-0.89370006,0,0,4.968,0,0,0
PadIdle,17,0,0,0,0,-0.117351204,0,0,-0.8106701,0,0,8.303,0,0,0
Launch,18,0,0,0,0,-0.124250606,0,0,-0.6899401,0,0,12.073,0,0,0
Launch,19,0,0,0,0,-0.12965341,0,0,-0.5402801,0,0,14.966,0,0,0
Launch,20,0,0,0,0,-0.13342261,0,0,-0.3769201,0,0,16.336,0,0,0
Launch,21,0,0,0,0,-0.13553631,0,0,-0.21137011,0,0,16.555,0,0,0
Launch,22,0,0,0,0,-0.13598672,0,0,-0.045040116,0,0,16.633,0,0,0
Launch,23,0,0,0,0,-0.13472852,0,0,0.12581989,0,0,17.086,0,0,0
Launch,24,0,0,0,0,-0.13174953,0,0,0.2978999,0,0,17.208,0,0,0
Launch,25,0,0,0,0,-0.12703463,0,0,0.4714899,0,0,17.359,0,0,0
Launch,26,0,0,0,0,-0.120549634,0,0,0.6484999,0,0,17.701,0,0,0
Launch,27,0,0,0,0,-0.112253435,0,0,0.8296199,0,0,18.112,0,0,0
Launch,28,0,0,0,0,-0.10210314,0,0,1.0150299,0,0,18.541,0,0,0
Launch,29,0,0,0,0,-0.090036236,0,0,1.20669,0,0,19.166,0,0,0
Launch,30,0,0,0,0,-0.07598764,0,0,1.4048599,0,0,19.817,0,0,0
Launch,31,0,0,0,0,-0.05988004,0,0,1.6107599,0,0,20.59,0,0,0
Launch,32,0,0,0,0,-0.041621245,0,0,1.8258798,0,0,21.512,0,0,0
Launch,33,0,0,0,0,-0.021098746,0,0,2.05225,0,0,22.637,0,0,0
Launch,34,0,0,0,0,0.0018036515,0,0,2.2902398,0,0,23.799,0,0,0
Launch,35,0,0,0,0,0.02717775,0,0,2.5374098,0,0,24.717,0,0,0
Launch,36,0,0,0,0,0.055110946,0,0,2.7933197,0,0,25.591,0,0,0
Launch,37,0,0,0,0,0.085706845,0,0,3.0595896,0,0,26.627,0,0,0
Launch,38,0,0,0,0,0.11910464,0,0,3.3397796,0,0,28.019,0,0,0
Launch,39,0,0,0,0,0.15541613,0,0,3.6311495,0,0,29.137,0,0,0
Launch,40,0,0,0,0,0.19475512,0,0,3.9338994,0,0,30.275,0,0,0
Launch,41,0,0,0,0,0.23727642,0,0,4.2521296,0,0,31.823,0,0,0
Launch,42,0,0,0,0,0.2831389,0,0,4.5862494,0,0,33.412,0,0,0
Launch,43,0,0,0,0,0.3325235,0,0,4.9384594,0,0,35.221,0,0,0
Launch,44,0,0,0,0,0.3856319,0,0,5.310839,0,0,37.238,0,0,0
Launch,45,0,0,0,0,0.44265017,0,0,5.701829,0,0,39.099,0,0,0
Launch,46,0,0,0,0,0.50375515,0,0,6.110499,0,0,40.867,0,0,0
Launch,47,0,0,0,0,0.569127,0,0,6.537189,0,0,42.669,0,0,0
Launch,48,0,0,0,0,0.6389557,0,0,6.982869,0,0,44.568,0,0,0
Launch,49,0,0,0,0,0.7134439,0,0,7.448819,0,0,46.595,0,0,0
Launch,50,0,0,0,0,0.79277986,0,0,7.933599,0,0,48.478,0,0,0
Launch,51,0,0,0,0,0.87716764,0,0,8.438779,0,0,50.518,0,0,0
Launch,52,0,0,0,0,0.96681166,0,0,8.964399,0,0,52.562,0,0,0
Launch,53,0,0,0,0,1.0619347,0,0,9.5123,0,0,54.79,0,0,0
Launch,54,0,0,0,0,1.1627693,0,0,10.08346,0,0,57.116,0,0,0
Launch,55,0,0,0,0,1.2695125,0,0,10.67432,0,0,59.086,0,0,0
Launch,56,0,0,0,0,1.382308,0,0,11.279551,0,0,60.523,0,0,0
Launch,57,0,0,0,0,1.5012517,0,0,11.89437,0,0,61.482,0,0,0
Launch,58,0,0,0,0,1.6263531,0,0,12.51014,0,0,61.577,0,0,0
Launch,59,0,0,0,0,1.7576213,0,0,13.12681,0,0,61.667,0,0,0
Launch,60,0,0,0,0,1.895077,0,0,13.74557,0,0,61.876,0,0,0
Launch,61,0,0,0,0,2.038728,0,0,14.36511,0,0,61.954,0,0,0
Launch,62,0,0,0,0,2.268168,0,0,15.295996,0,0,62.059,0,0,0
Launch,63,0,0,0,0,2.494611,0,0,16.17451,0,0,62.751,0,0,0
Launch,64,0,0,0,0,2.7335665,0,0,17.068254,0,0,63.839,0,0,0
Launch,65,0,0,0,0,2.9662187,0,0,17.896315,0,0,63.697,0,0,0
Launch,66,0,0,0,0,3.209444,0,0,18.709646,0,0,62.564,0,0,0
Launch,67,0,0,0,0,3.4632812,0,0,19.525928,0,0,62.791,0,0,0
Launch,68,0,0,0,0,3.706824,0,0,20.295237,0,0,64.109,0,0,0
Launch,69,0,0,0,0,3.9815218,0,0,21.130604,0,0,64.259,0,0,0
